failedSwitchBoxesTeleop,successfulScaleBoxesAuto,successfulSwitchBoxesTeleop,topDriveSpeed,scout-alias,vaultBoxes,failedScaleBoxesTeleop,failedScaleBoxesAuto,successfulSwitchBoxesAuto,uuid,successfulScaleBoxesTeleop,notes,starRating,failedSwitchBoxesAuto,climberType,climbSuccess,team,match,crossLine
2,0,4,Medium,Fat Bastard,0,0,0,0,8DAB4AF3-9301-4506-9248-0FCC10F0FCD7,0,Box stuck in arm,3.0,0,No Climb,No,team-6991,match-42,No
1,0,1,Medium,Count Boof Boofington The Third,5,0,0,1,4C6FB437-B4B9-478B-9FD6-C364977B1288,0,"Not bad. A bit shaky, but overall functions well, delivering cubes in switch and vault. It has an elevator, but didn’t really utilize it all that much. Not bad overall, but could be better.",7.0,0,No Climb,No,team-6991,match-33,Yes
0,0,0,Medium,Breanna,3,0,0,0,323020EB-E6E1-40C0-A8EE-40628D17A20C,0,,5.0,0,No Climb,Yes,team-7237,match-71,Yes
5,0,0,Medium,Ian Fowler,2,0,0,0,8DAB4AF3-9301-4506-9248-0FCC10F0FCD7,0,Their grabber looked like two sticks with pieces of toast attached to them,1.5,0,No Climb,No,team-7237,match-20,Yes
4,0,0,Medium,Fat Bastard,0,0,0,0,8DAB4AF3-9301-4506-9248-0FCC10F0FCD7,0,Sad,1.0,0,No Climb,No,team-7237,match-28,No
0,0,0,Medium,Zoe,0,0,0,0,C823C352-DC81-4F96-B580-5AB6E7C20A43,0,,2.5,0,No Climb,No,team-7237,match-81,Yes
1,0,2,Slow,Count Boof Boofington The Third,7,1,0,0,79868D80-8BA2-48C0-876C-CEBCC028EDDD,0,,5.5,0,No Climb,No,team-4787,match-49,Yes
0,0,1,Medium,Manny Jr. iPhone,6,0,0,0,21917ED8-0289-48A5-989B-B59EF42332EC,0,,4.5,0,No Climb,No,team-4787,match-15,Yes
1,0,3,Slow,Count Boof Boofington The Third,0,0,0,0,4C6FB437-B4B9-478B-9FD6-C364977B1288,0,,5.0,0,No Climb,No,team-4787,match-68,No
1,0,2,Slow,Michael,0,0,0,0,A8F0E513-DD16-419B-A33E-90E418449003,0,"Grabber problems due to bad grip. Was blocked in autonomous by a teammate. They have good control of blocks once they get a hold of them, but they have trouble with that.",2.0,1,Solo,No,team-2905,match-70,Yes
,,,,Count Boof Boofington The Third,,,,,4C6FB437-B4B9-478B-9FD6-C364977B1288,,,,,,,team-2905,match-70,
1,0,0,Slow,Bepis,0,0,0,0,EC438849-AE77-4776-A563-EE948BD2F4F2,0,,0.0,0,No Climb,No,team-2905,match-8,No
0,0,0,Slow,Ian Fowler,4,0,0,0,8DAB4AF3-9301-4506-9248-0FCC10F0FCD7,0,,3.0,0,No Climb,No,team-2905,match-14,Yes
0,0,3,Slow,Annie,0,0,0,0,7629E9DF-6981-4729-83F5-27748548E679,0,,6.0,0,No Climb,Yes,team-2905,match-75,Yes
1,0,1,Slow,Boof,0,1,0,0,4C6FB437-B4B9-478B-9FD6-C364977B1288,0,"Seemed out of battery. Had various issues with grabber, didn’t really do much overall. Started to move for climb, but not fast enough.",2.0,0,Solo,No,team-3488,match-17,Yes
0,0,0,Slow,Big Gay,0,0,0,0,C360D20C-B0CD-42E2-9103-8D6A69E577DE,0,"Not moving 
",1.0,0,No Climb,No,team-3488,match-22,Yes
0,0,0,Medium,finna nut,6,0,0,0,DEDCD50D-8F44-4102-AF79-DB55C3ACD806,0,,3.5,0,No Climb,No,team-3488,match-30,No
0,0,0,Medium,Bone Daddy,0,0,0,0,EC438849-AE77-4776-A563-EE948BD2F4F2,1,,5.0,0,Solo,Yes,team-3488,match-49,No
,0,,,Breanna,,,0,0,323020EB-E6E1-40C0-A8EE-40628D17A20C,,,,0,,,team-6487,match-78,
0,0,0,Slow,Ian Fowler,6,0,0,0,8DAB4AF3-9301-4506-9248-0FCC10F0FCD7,0,Used pool noodles. That should say enough ,1.0,0,No Climb,No,team-6487,match-13,Yes
0,0,0,Medium,Big Gay,6,0,0,0,C360D20C-B0CD-42E2-9103-8D6A69E577DE,0,,4.0,0,No Climb,No,team-6487,match-68,Yes
0,0,2,Medium,Big Gay,1,0,0,0,C360D20C-B0CD-42E2-9103-8D6A69E577DE,0,,3.5,0,No Climb,No,team-6487,match-33,Yes
1,0,1,Fast,Strategy Leader,0,0,0,1,21917ED8-0289-48A5-989B-B59EF42332EC,2,,7.5,0,Ramp,Yes,team-5013,match-26,Yes
1,0,5,Medium,Breanna,0,1,1,0,323020EB-E6E1-40C0-A8EE-40628D17A20C,2,,6.5,0,No Climb,No,team-5013,match-73,Yes
0,0,3,Fast,Sam S.,0,0,0,1,DEDCD50D-8F44-4102-AF79-DB55C3ACD806,2,,8.0,0,Solo,Yes,team-5013,match-13,Yes
0,0,0,Fast,Bepis,0,0,0,0,EC438849-AE77-4776-A563-EE948BD2F4F2,3,,5.5,0,No Climb,No,team-5013,match-7,Yes
0,0,3,Slow,Emily's iPhone,0,0,0,0,332556CF-2787-4686-AC99-8447F8324F4B,1,,5.0,0,No Climb,No,team-1511,match-4,No
0,0,6,Fast,Strategy Leader,2,0,0,1,21917ED8-0289-48A5-989B-B59EF42332EC,0,Very great grabber and flexible to use. I suspect that it will be a good one. Can’t get scale but great in everything else.,6.5,0,No Climb,No,team-1511,match-20,Yes
0,0,6,Fast,Nishant,0,0,0,0,3DCFDA9F-6C03-4736-B108-5D38864F8CA4,0,"Insanely accurate and smooth with switch cubes, ramp is very hard to get on especially with scale down",8.0,0,Ramp,No,team-1511,match-73,No
0,0,5,Ludicrous,Michael,3,0,0,1,A8F0E513-DD16-419B-A33E-90E418449003,0,"Ramped with 1, other robot couldn’t make it on the ramp",6.0,0,Ramp,No,team-1511,match-68,Yes
1,0,5,Ludicrous,Count Boof Boofington The Third,2,0,0,1,4C6FB437-B4B9-478B-9FD6-C364977B1288,0,"Moves crazy fast, really aggressive in defense. However, no scale ability, but makes up for it in sheer speed with its switch. Most interesting bit is how the grabber can grab and rotate around the bot to shoot out the other side.",8.5,0,Ramp,No,team-1511,match-41,Yes
0,0,2,Fast,Michael,9,0,0,1,A8F0E513-DD16-419B-A33E-90E418449003,0,Insanely fast placement into the vault. They were very efficient in doing placing blocks on the switch. ,10.0,0,No Climb,No,team-1511,match-83,Yes
0,0,1,Medium,Strategy Leader,0,0,0,0,21917ED8-0289-48A5-989B-B59EF42332EC,0,Seems to have trouble grabbing cubes with it’s grabber. Needs to go in at a perfect angle. It’s only switch was from a preloaded cube. ,2.0,0,No Climb,No,team-4292,match-22,Yes
0,0,0,Slow,Count Boof Boofington The Third,0,0,0,0,4C6FB437-B4B9-478B-9FD6-C364977B1288,0,The seemed to be having issues. They held the box and walked around the field. They couldn’t eject the box. Didn’t score any points with cubes. ,2.0,1,No Climb,No,team-4292,match-66,No
1,0,1,Medium,Count Boof Boofington The Third,0,0,0,0,4C6FB437-B4B9-478B-9FD6-C364977B1288,0,"Auto was simply crossing the line. The grabber seemed to be stuck in an upright position, and couldn’t pick up any cubes after the first two. Decent overall, but mechanical failure makes it a bit jank.",4.0,0,No Climb,No,team-4292,match-29,Yes
0,0,2,Slow,Emily's iPhone,0,0,0,0,332556CF-2787-4686-AC99-8447F8324F4B,3,,5.0,0,No Climb,No,team-677,match-5,Yes
0,0,0,Fast,Strategy Leader,4,0,0,0,21917ED8-0289-48A5-989B-B59EF42332EC,0,,3.5,0,No Climb,No,team-677,match-31,Yes
0,0,5,Medium,Bone Daddy,0,0,0,0,EC438849-AE77-4776-A563-EE948BD2F4F2,0,,5.0,0,No Climb,No,team-677,match-48,No
0,0,0,Fast,iPhone,4,0,0,1,02BF5D44-01E2-4135-80DD-5EBE5B200F18,0,,5.5,0,No Climb,No,team-677,match-75,No
1,0,3,Fast,Emily's iPhone,0,0,0,0,332556CF-2787-4686-AC99-8447F8324F4B,0,,6.5,0,No Climb,No,team-677,match-40,Yes
0,0,0,Medium,Count Boof Boofington The Third,6,0,0,0,4C6FB437-B4B9-478B-9FD6-C364977B1288,0,"Seemed to be only capable of vault, and even then that was done by leaving a cube in front of the vault, and then pushing another cube in instead, getting lots of penalties in the process. ",3.5,0,No Climb,No,team-677,match-40,Yes
0,0,0,Fast,Ian Fowler,3,0,0,0,8DAB4AF3-9301-4506-9248-0FCC10F0FCD7,0,Decided to ram into another robot ,5.5,0,No Climb,No,team-677,match-19,Yes
0,1,7,Fast,Zoe,1,0,0,0,C823C352-DC81-4F96-B580-5AB6E7C20A43,1,,9.5,0,No Climb,No,team-2451,match-84,Yes
0,0,6,Ludicrous,Michael,0,2,1,0,A8F0E513-DD16-419B-A33E-90E418449003,4,"Extremely efficient, but bad accuracy by the driver. Autonomous was blocked. Issues with strategy.",9.5,0,Solo,No,team-2451,match-78,Yes
0,2,1,Fast,Dhvanil ,4,2,1,0,24151749-E8CD-4188-B635-E579547A6BA9,1,,8.0,0,No Climb,No,team-2451,match-51,No
0,0,7,Fast,Boof,0,0,1,0,4C6FB437-B4B9-478B-9FD6-C364977B1288,2,"Not too slow, managed to use a launcher with crazy accuracy and precision. Able to quickly place cubes on switch, but couldn’t climb. Good overall.",8.5,0,No Climb,No,team-2451,match-26,Yes
0,0,0,Slow,I. C. Wiener,0,0,0,0,EC438849-AE77-4776-A563-EE948BD2F4F2,0,,5.0,0,No Climb,No,team-3695,match-23,No
0,0,0,Fast,Count Boof Boofington The Third,0,0,0,0,4C6FB437-B4B9-478B-9FD6-C364977B1288,4,"Moved quite quickly across the field, and used a single column elevator to lift cubes. It has issues with defense and picking up cubes, but the accuracy of dropping a cube on the scale is high.",7.0,0,Solo,Yes,team-3695,match-42,Yes
0,0,0,Fast,winny,5,1,0,1,323020EB-E6E1-40C0-A8EE-40628D17A20C,4,5 or 4 vault boxes,8.0,0,Solo,Yes,team-3695,match-82,Yes
0,0,0,Fast,Annie,4,0,0,1,7629E9DF-6981-4729-83F5-27748548E679,3,,7.5,0,No Climb,No,team-3695,match-77,Yes
0,0,0,Fast,Count Boof Boofington The Third,5,0,0,1,79868D80-8BA2-48C0-876C-CEBCC028EDDD,3,"Moves quickly across the field, and accurately places cubes vertically on the scale. The grabber is a bit jank though, as it has issues with picking up cubes, as well as pushing them horizontally (flaws in vault deposit). Overall quite good though, but solo climb can block others; comes from the side though.",8.0,0,Solo,Yes,team-3695,match-70,Yes
0,1,0,Fast,Count Boof Boofington The Third,6,0,0,0,4C6FB437-B4B9-478B-9FD6-C364977B1288,4,,8.0,0,Solo,Yes,team-3695,match-70,Yes
0,1,4,Medium,Sam S.,3,0,0,0,DEDCD50D-8F44-4102-AF79-DB55C3ACD806,0,,5.0,0,Ramp,No,team-111,match-17,Yes
0,0,0,Fast,Count Boof Boofington The Third,0,1,1,0,4C6FB437-B4B9-478B-9FD6-C364977B1288,5,"Pretty fast, high accuracy with scale. Not bad overall, but can’t climb. Also can’t entirely reach scale at max height.",7.5,0,No Climb,No,team-111,match-36,Yes
0,0,5,Medium,Zoe,0,1,0,0,C823C352-DC81-4F96-B580-5AB6E7C20A43,2,,8.5,0,No Climb,No,team-111,match-80,Yes
0,0,3,Medium,Count Boof Boofington The Third,2,0,0,0,4C6FB437-B4B9-478B-9FD6-C364977B1288,3,"Fairly quick. Auto was actually nothing, but besides that, it was fairly consistent on switch and scale scoring, though there were some issues with the grabber. Pretty good, but a few minor flaws hold them back.",7.0,0,No Climb,No,team-111,match-27,No
0,1,0,Fast,Zoe,0,0,0,0,C823C352-DC81-4F96-B580-5AB6E7C20A43,7,,9.0,0,No Climb,No,team-111,match-89,Yes
0,0,1,Ludicrous,Nishant,0,1,0,0,3DCFDA9F-6C03-4736-B108-5D38864F8CA4,3,"Very wild moving, blocks on scale were mostly accurate. Got a penalty for getting stuck under the scale. Solo climber but were not able to attempt because they were stuck
",6.5,0,Solo,No,team-4096,match-71,Yes
0,0,1,Medium,breanna and winny ,0,0,0,0,323020EB-E6E1-40C0-A8EE-40628D17A20C,6,,5.5,0,No Climb,No,team-4096,match-79,Yes
0,0,4,Fast,Big Gay,0,0,0,0,C360D20C-B0CD-42E2-9103-8D6A69E577DE,2,,7.5,0,No Climb,No,team-4096,match-28,Yes
0,0,1,Medium,Bone Daddy,0,1,0,0,EC438849-AE77-4776-A563-EE948BD2F4F2,2,,5.0,1,No Climb,No,team-4096,match-51,No
2,0,5,Ludicrous,Boof,0,0,0,0,4C6FB437-B4B9-478B-9FD6-C364977B1288,0,"Crazy fast, almost blitzes across the field. The bumper came off though, so the robot might be a bit unstable. Very defensive, wiped the blue alliance switch right off the bat.",7.0,0,No Climb,No,team-4096,match-19,Yes
0,0,2,Fast,Fat Bastard,6,0,0,0,8DAB4AF3-9301-4506-9248-0FCC10F0FCD7,0,"Vault slayer, didn’t go to platform ",6.5,0,No Climb,No,team-5934,match-35,Yes
0,0,0,Fast,Manny Jr. iPhone,9,0,0,0,21917ED8-0289-48A5-989B-B59EF42332EC,0,,5.0,0,Ramp,No,team-5934,match-16,Yes
0,0,3,Medium,iPhone,5,0,0,0,02BF5D44-01E2-4135-80DD-5EBE5B200F18,0,,6.0,0,No Climb,No,team-5934,match-65,Yes
0,0,4,Medium,,0,0,0,0,EC438849-AE77-4776-A563-EE948BD2F4F2,0,,4.5,0,No Climb,No,team-5934,match-26,No
0,0,2,Medium,Zoe’s iphone,7,0,0,1,C823C352-DC81-4F96-B580-5AB6E7C20A43,0,,6.5,0,No Climb,No,team-5934,match-75,No
0,0,1,Medium,Michael,4,0,0,0,A8F0E513-DD16-419B-A33E-90E418449003,0,"Bad driver. Gripper has bad grip. If block is gripped, they are good at getting it into the vault.",2.0,0,No Climb,No,team-3734,match-72,Yes
0,0,0,Fast,Michael,8,0,0,0,A8F0E513-DD16-419B-A33E-90E418449003,0,Good gripper. Was very good at getting blocks into the vault.,6.0,0,No Climb,No,team-3734,match-80,Yes
0,0,2,Slow,Count Boof Boofington The Third,1,0,0,0,4C6FB437-B4B9-478B-9FD6-C364977B1288,0,"Had what seemed to be a belt break, so the elevator didn’t work. Worked well at first putting cubes in the switch, but after the break, it didn’t seem to work properly anymore. However, it was slow to start with, and it wasn’t the best.",4.0,0,No Climb,No,team-3734,match-30,Yes
0,0,0,Medium,Michael,7,0,0,1,A8F0E513-DD16-419B-A33E-90E418449003,0,"No elevator :(
Wyatt is a god",6.0,0,No Climb,No,team-2022,match-67,Yes
0,0,1,Fast,scouting boy,6,0,0,0,DEDCD50D-8F44-4102-AF79-DB55C3ACD806,0,,6.0,0,No Climb,No,team-2022,match-26,Yes
1,0,4,Fast,Michael,5,0,0,0,A8F0E513-DD16-419B-A33E-90E418449003,0,Got some switch blocks despite no elevator. Really good at getting blocks into the vault.,6.0,0,No Climb,No,team-2022,match-74,Yes
0,0,1,Fast,Michael,8,0,0,0,A8F0E513-DD16-419B-A33E-90E418449003,0,"Almost filled the vault, was unsuccessful in getting on the ramp due to a game piece blocking the path.",6.5,0,No Climb,No,team-2022,match-82,Yes
0,0,2,Fast,Count Boof Boofington The Third,8,0,0,1,79868D80-8BA2-48C0-876C-CEBCC028EDDD,0,"Pretty fast bot, small drive base. It’s somewhat decent when it comes to switch, but not the best; it’s a bit slow for that. It’s fast with vault, but the grabber is a bit iffy. All around, not bad.",7.5,0,Solo,Yes,team-5442,match-64,Yes
0,0,0,Medium,Boof,7,1,0,1,4C6FB437-B4B9-478B-9FD6-C364977B1288,0,"Focused entirely on filling up the vault, almost enough to fill all power ups. Climber was successful, but really jank.",6.0,0,Solo,Yes,team-5442,match-18,Yes
0,0,0,Slow,Fat Bastard,1,0,0,0,8DAB4AF3-9301-4506-9248-0FCC10F0FCD7,0,"Spun in circle in auto, grabbed broke ",0.5,0,No Climb,No,team-2151,match-29,No
0,0,0,Medium,Strategy Leader,1,0,0,0,21917ED8-0289-48A5-989B-B59EF42332EC,0,"Spinning crazy for autonomous, and not in a good way. It’s grabber is a peice of wood and it can’t really do anything.",0.5,0,No Climb,No,team-2151,match-21,No
1,0,0,Medium,Nishant,0,0,0,0,3DCFDA9F-6C03-4736-B108-5D38864F8CA4,0,Potato sack,1.0,0,No Climb,No,team-2151,match-74,No
,,,,Ian Fowler,,,,,8DAB4AF3-9301-4506-9248-0FCC10F0FCD7,,,,,,,team-2151,match-10,
0,0,0,Slow,Emily's iPhone,0,0,0,0,332556CF-2787-4686-AC99-8447F8324F4B,0,,5.0,0,No Climb,No,team-2151,match-66,No
0,0,0,Medium,Strategy Leader,0,0,0,0,21917ED8-0289-48A5-989B-B59EF42332EC,0,,0.0,0,No Climb,No,team-2151,match-60,Yes
0,0,2,Ludicrous,finna nut,0,0,0,2,DEDCD50D-8F44-4102-AF79-DB55C3ACD806,3,,8.5,0,Solo,Yes,team-16,match-33,No
1,0,5,Medium,Michael,4,0,0,1,A8F0E513-DD16-419B-A33E-90E418449003,1,Team climb unsuccessfully. Everything else went smoothly.,9.0,1,Ramp,Yes,team-16,match-73,Yes
0,0,1,Ludicrous,Manny Jr. iPhone,0,0,0,1,21917ED8-0289-48A5-989B-B59EF42332EC,6,,10.0,0,Ramp,Yes,team-16,match-14,Yes
0,0,0,Slow,Bone Daddy,0,0,0,0,EC438849-AE77-4776-A563-EE948BD2F4F2,0,,5.0,0,No Climb,No,team-16,match-67,No
0,0,2,Ludicrous,Count Boof Boofington The Third,0,0,0,2,4C6FB437-B4B9-478B-9FD6-C364977B1288,3,"This thing is ridiculous, with its insanely fast omnidirectional movement, and its 100% accuracy makes it a force to be reckoned with. It moves so quickly that it quickly dominated switch and scale, and then used an insane climber and ramps to beat the rest.",10.0,0,Ramp,Yes,team-16,match-45,Yes
0,0,3,Fast,Sam S.,0,0,0,2,DEDCD50D-8F44-4102-AF79-DB55C3ACD806,3,,7.0,0,Solo,No,team-16,match-19,Yes
0,0,5,Fast,Count Boof Boofington The Third,0,0,0,0,4C6FB437-B4B9-478B-9FD6-C364977B1288,4,"Can’t climb, but pretty good otherwise. Moves very quickly, and has high accuracy for both scale and switch. Very good overall.",8.0,0,No Climb,No,team-2040,match-35,Yes
0,0,0,Medium,Sam S.,0,0,1,0,DEDCD50D-8F44-4102-AF79-DB55C3ACD806,3,,6.0,0,Ramp,No,team-2040,match-14,Yes
0,0,6,Medium,Count Boof Boofington The Third,0,0,0,1,4C6FB437-B4B9-478B-9FD6-C364977B1288,1,Good game. Fast switch,8.0,0,Solo,Yes,team-2040,match-69,Yes
0,0,3,Medium,Fat Bastard,3,1,0,0,8DAB4AF3-9301-4506-9248-0FCC10F0FCD7,1,Well rounded robot.,8.5,0,Solo,Yes,team-2040,match-47,Yes
1,0,0,Fast,Count Boof Boofington The Third,0,0,0,0,4C6FB437-B4B9-478B-9FD6-C364977B1288,0,"Crossed auto line, but then kept going, getting a penalty. This robot basically did nothing; the one cube it managed to pick up was dropped, and it had a really jank climber that it did not use. ",2.5,0,No Climb,No,team-2136,match-28,Yes
0,0,0,Medium,Count Boof Boofington The Third,1,0,0,0,4C6FB437-B4B9-478B-9FD6-C364977B1288,0,Kept going in auto past half line. Did basically nothing throughout. Vault achieved through brute force.,2.5,0,No Climb,No,team-2136,match-38,Yes
0,0,0,Medium,scouting boy,0,0,0,0,DEDCD50D-8F44-4102-AF79-DB55C3ACD806,0,,1.5,0,Ramp,No,team-2136,match-21,Yes
0,0,0,Medium,Nishant,0,0,0,0,3DCFDA9F-6C03-4736-B108-5D38864F8CA4,0,"Terrible strategy, didn’t go to their side of scale, tried to play defense but gave 100 points in penalties ",3.0,0,Solo,No,team-2136,match-75,Yes
0,0,0,Medium,Michael,4,0,0,0,A8F0E513-DD16-419B-A33E-90E418449003,0,Took forever to get cubes into the vault ,2.0,0,Solo,No,team-2136,match-69,Yes
0,0,0,Slow,Fat Bastard,0,0,0,0,8DAB4AF3-9301-4506-9248-0FCC10F0FCD7,0,Wandered aimlessly ,0.5,0,No Climb,No,team-2136,match-46,Yes
1,0,1,Medium,iPhone,0,0,0,0,02BF5D44-01E2-4135-80DD-5EBE5B200F18,2,,6.5,0,No Climb,No,team-3061,match-66,No
0,0,0,Medium,Big Gay,0,0,0,0,C360D20C-B0CD-42E2-9103-8D6A69E577DE,3,,3.5,0,No Climb,No,team-3061,match-34,Yes
1,0,5,Slow,Ian Fowler,0,0,0,0,8DAB4AF3-9301-4506-9248-0FCC10F0FCD7,0,,5.0,0,No Climb,No,team-3061,match-12,Yes
3,0,1,Fast,Strategy Leader,0,0,0,1,21917ED8-0289-48A5-989B-B59EF42332EC,0,"Sensitive very linear grabber, has to get the cube in the grabber just right. It’s grabber is wierd and keeps dropping cubes so it can’t get many switches",3.5,0,No Climb,No,team-3061,match-19,Yes
,,,,Bepis,,,,,EC438849-AE77-4776-A563-EE948BD2F4F2,,,,,,,team-6421,match-14,
0,1,4,Fast,Ian Fowler,0,0,0,0,8DAB4AF3-9301-4506-9248-0FCC10F0FCD7,0,Turned defensive ,6.5,0,Solo,Yes,team-6421,match-26,Yes
0,0,0,Medium,Fat Bastard,6,0,0,0,8DAB4AF3-9301-4506-9248-0FCC10F0FCD7,0,"Vault assassin, people had to scream climb before it made its way to the platform ",5.5,0,No Climb,No,team-3067,match-40,No
0,0,0,Slow,Emily's iPhone,4,0,0,0,332556CF-2787-4686-AC99-8447F8324F4B,0,,5.0,0,No Climb,No,team-3067,match-34,Yes
0,0,0,Medium,Nishant,2,0,0,0,3DCFDA9F-6C03-4736-B108-5D38864F8CA4,0,"Struggled very early to get cubes, didn’t do much ",2.5,0,No Climb,No,team-3067,match-76,No
0,0,0,Medium,Fat Bastard,1,0,0,0,8DAB4AF3-9301-4506-9248-0FCC10F0FCD7,0,I feel mistaken for not adding failed vault boxes. They rammed the wall like a Canadian moose.,3.0,0,No Climb,Yes,team-3067,match-27,Yes
0,0,0,Slow,Strategy Leader,0,0,0,0,21917ED8-0289-48A5-989B-B59EF42332EC,0,"Isn’t moving, I suspect there is some com issues because it’s autonomous worked. Must be some controller issue. Sad Booz :( ",1.5,0,No Climb,No,team-3067,match-18,Yes
0,0,0,Slow,Ishan,0,0,0,0,3B07B928-5CB7-4314-A9C7-DC6F9A15658F,0,Robot broke ,0.0,0,No Climb,No,team-5350,match-73,Yes
1,0,0,Fast,Count Boof Boofington The Third,0,0,0,0,4C6FB437-B4B9-478B-9FD6-C364977B1288,0,"Doesn’t have an actual grabber, instead a kind of box on top that tries to shoot boxes out. Doesn’t work. Can not score. Fairly fast though... only takes in cubes from cube return.",2.0,1,No Climb,No,team-5350,match-31,Yes
0,0,0,Slow,Zoe,0,0,0,0,C823C352-DC81-4F96-B580-5AB6E7C20A43,0,Pretty good at defense but terrible offense,3.0,0,No Climb,No,team-5350,match-82,Yes
1,0,0,Slow,I. C. Wiener,0,0,0,0,EC438849-AE77-4776-A563-EE948BD2F4F2,0,,1.0,0,No Climb,No,team-5350,match-25,Yes
